Fall Guys: Ultimate Knockout,Fall Guys는 한 명의 승자가 남을 때까지 계속되는 혼란스러운 60인 난투극 멀티플레이 파티 게임입니다!,2020년 8월 3일,"₩ 20,500","[멀티플레이어,유머,배틀 로얄,온라인 협동,전체 이용가]"
Euro Truck Simulator 2,"Travel across Europe as king of the road, a trucker who delivers important cargo across impressive distances! With dozens of cities to explore, your endurance, skill and speed will all be pushed to their limits.",2012년 10월 18일,"₩ 23,500","[시뮬레이션,운전,자동차 시뮬레이션,오픈 월드,현실적]"
Yakuza 6: The Song of Life,"Step into Japan's criminal underworld in this explosive action brawler starring legendary yakuza, Kazuma Kiryu, who is hellbent on unraveling the truth around his daughter's tragic accident.",2021년 3월 25일,"₩ 19,800","[액션,어드벤처,롤플레잉,비뎀업,액션 롤플레잉]"
eFootball PES 2021 SEASON UPDATE,■25주년 기념! 인기 축구 게임 시리즈를 최신 시즌으로 업데이트! 각종 특전이 가득한 특별 가격으로 등장!,2020년 9월 15일,"₩ 34,000","[스포츠,e스포츠,현실적,멀티플레이어,축구]"
Out of the Park Baseball 22,"Out of the Park Baseball 22는 전략/스포츠 게임 팬의 꿈을 현실로 이끕니다. MLB, MiLB 그리고 MLBPA에서 공식 라이선스를 받았으며 Metacritic PC Game of the Year 상을 두 번이나 수상한 유일한 게임입니다. OOTP 22, 22년의 특별함을 경험하세요! 최초로 한국어 적용 버전이 출시 예정입니다!",2021년 3월 26일,"₩ 41,000","[스포츠,카드 배틀,샌드박스,몰입형 시뮬레이션,야구]"
Rust,"The only aim in Rust is to survive - Overcome struggles such as hunger, thirst and cold. Build a fire. Build a shelter. Kill animals. Protect yourself from other players.",2018년 2월 8일,"₩ 106,000","[생존,크래프팅,멀티플레이어,오픈 월드,오픈 월드 생존 제작]"
ARK: Survival Evolved,"Stranded on the shores of a mysterious island, you must learn to survive. Use your cunning to kill or tame the primeval creatures roaming the land, and encounter other players to survive, dominate... and escape!",2017년 8월 27일,"₩ 51,000","[오픈 월드 생존 제작,생존,오픈 월드,멀티플레이어,공룡]"
Half-Life: Alyx,"﻿Half-Life: Alyx는 Valve가 선보이는 Half-Life 시리즈의 새로운 VR 게임입니다. Half-Life와 Half-Life 2 사이에 일어난 일들을 배경으로, 콤바인이라 불리는 악랄한 외계인 종족과의 불가능한 싸움을 다룬 이야기입니다. 알릭스 밴스가 된 당신은 인류를 구할 수 있는 유일한 희망입니다.",2020년 3월 23일,"₩ 10,500","[VR,1인칭 슈팅,풍부한 스토리,공포,슈팅]"
Darkest Dungeon®,"Darkest Dungeon은 모험의 심리적 스트레스에 중점을 둔, 매력적인 고딕풍의 턴제 기반 RPG입니다. 미완성된 영웅의 팀을 고용, 훈련 그리고 리드하여 상상할 수 없는 공포, 스트레스, 기근, 질병 그리고 끊임없이 침식하는 암흑에 맞서세요. 모든 희망이 사라졌을 때 여러분의 영웅을 모두 지켜내세요!",2016년 1월 19일,"₩ 27,000","[턴제 전투,다크 판타지,던전 크롤러,롤플레잉,로그라이크]"
페르소나 5 스크램블 더 팬텀 스트라이커즈,반격의 시간이다! 마음의 괴도단이 되어 전국에 숨어있는 악과 맞서 싸워라. 동료들과 즐겁게 보낼 예정이었던 여름 방학이 왜곡된 현실과 함께 급변한다..... 진실을 파헤치고 사람들의 빼앗긴 마음을 되찾아라!,2021년 2월 22일,"₩ 69,800","[애니,어드벤처,웅장한 사운드트랙,핵 앤 슬래시,일본 롤플레잉]"
Sea of Thieves,"Sea of Thieves offers the essential pirate experience, from sailing and fighting to exploring and looting – everything you need to live the pirate life and become a legend in your own right. With no set roles, you have complete freedom to approach the world, and other players, however you choose.",2020년 6월 3일,"₩ 39,400","[어드벤처,멀티플레이어,오픈 월드,해적,액션]"
Wallpaper Engine,바탕화면에서 멋진 라이브 배경화면을 사용하세요. 자신의 이미지를 애니메이션으로 만들어서 새 배경화면을 생성하거나 비디오/웹 사이트를 가져와서 Steam Workshop에서 공유하세요!,2018년 11월,"₩ 4,400","[성인,유틸리티,소프트웨어,애니,디자인과 일러스트레이션]"
The Forest,"As the lone survivor of a passenger jet crash, you find yourself in a mysterious forest battling to stay alive against a society of cannibalistic mutants. Build, explore, survive in this terrifying first person survival horror simulator.",2018년 4월 30일,"₩ 20,500","[오픈 월드 생존 제작,생존,오픈 월드,공포,크래프팅]"
A Dance of Fire and Ice,A Dance of Fire and Ice는 하나의 키로 간단하게 즐길 수 있는 엄격한 판정의 리듬 게임입니다. 서로 공전하는 두 행성의 완벽한 균형을 깨지 않도록 집중하세요.,2019년 1월 24일,"₩ 6,500","[리듬,인디,음악,어려움,웅장한 사운드트랙]"
Raft,"Raft throws you and your friends into an epic oceanic adventure! Alone or together, players battle to survive a perilous voyage across a vast sea! Gather debris, scavenge reefs and build your own floating home, but be wary of the man-eating sharks!",2018년 5월 23일,"₩ 21,000","[생존,오픈 월드 생존 제작,멀티플레이어,협동,크래프팅]"
Red Dead Redemption 2,올해의 게임 175여 개를 수상하고 250개 이상의 완벽한 평가를 받은 Red Dead Redemption 2는 현대 시대가 시작될 무렵 무법자인 아서 모건과 악명 높은 반 더 린드 갱단이 미국 전역을 따라 도주하는 장대한 서사시입니다. 모두가 함께 즐길 수 있는 생생한 세계인 Red Dead 온라인 역시 포함됩니다.,2019년 12월 5일,"₩ 66,000","[오픈 월드,어드벤처,풍부한 스토리,웨스턴,액션]"
DJMAX RESPECT V,최고의 인기 리듬게임 “DJMAX” 드디어 STEAM 출시!! DJMAX 시리즈의 최신작 'DJMAX RESPECT'가 더 발전된 모습으로 Early Access를 통해 스팀에 첫 발을 내딛습니다.,2020년 3월 11일,"₩ 49,800","[캐주얼,리듬,액션,스포츠,음악]"
옥토패스 트래블러,"8명의 여행가, 8개의 모험, 8개의 역할. 광활한 Orsterra 세계로 여정을 떠나 여행가 8명 각각의 흥미진진한 이야기와 만나보십시오.",2019년 6월 7일,"₩ 59,800","[롤플레잉,일본 롤플레잉,턴제,픽셀 그래픽,풍부한 스토리]"
Sid Meier’s Civilization® VI,"문명 VI 에서는 새로운 방식으로 세상과 소통하고, 제국의 영토를 확장시키며, 문화를 발전시키고, 역사속 위대한 지도자들에 맞서 오래도록 지속될 나만의 문명을 건설해볼 수 있습니다. 클레오파트라를 비롯한 20명의 역사 속 지도자들 중 한명으로 플레이 해보세요.",2016년 10월 20일,"₩ 65,000","[전략,턴제전략,역사,멀티플레이어,싱글 플레이어]"
Phasmophobia,Phasmophobia is a 4 player online co-op psychological horror. Paranormal activity is on the rise and it’s up to you and your team to use all the ghost hunting equipment at your disposal in order to gather as much evidence as you can.,2020년 9월 18일,"₩ 14,500","[공포,온라인 협동,멀티플레이어,심리적 공포,협동]"
Total War: THREE KINGDOMS,"Total War: Three Kingdoms는 수많은 수상 경력에 빛나는 전략 게임, Total War 시리즈의 역사 배경 차기작입니다.",2019년 5월 23일,"₩ 59,800","[전략,역사,전쟁,턴제전략,대전략]"
Devil May Cry 5,"최강의 악마사냥꾼(데빌헌터)이 돌아왔다! 대망의 액션 게임, 전설의 스타일리시 액션 「Devil May Cry」가 드디어 부활!",2019년 3월 7일,"₩ 27,000","[액션,핵 앤 슬래시,웅장한 사운드트랙,캐릭터 액션 게임,악령]"
